pixel,true_gps_lat,true_gps_lon,true_attitude_roll,true_attitude_pitch,true_attitude_yaw,estimated_gps_lat,estimated_gps_lon,timestamp
"(321, 242)",40.9588853,29.1357978,9.999,0.04575643109580051,-0.10071470781887508,91.29448044654649,40.95888610867423,29.13579745430903,1756989261.9386468
"(321, 243)",40.9588853,29.1357978,9.999,0.04575643109580051,-0.10071470781887508,91.29448044654649,40.95888654570857,29.135797467388393,1756989262.045839
"(321, 242)",40.9588853,29.1357978,9.999,0.04575643109580051,-0.10071470781887508,91.29448044654649,40.95888610867423,29.13579745430903,1756989262.1509418
"(321, 242)",40.9588853,29.1357978,10.0,-0.04674399374046237,-0.10329842697563074,91.291085842529,40.95888625365168,29.135797463892203,1756989262.263005
"(321, 243)",40.9588853,29.1357978,10.0,-0.04674399374046237,-0.10329842697563074,91.291085842529,40.95888669074752,29.135797476934545,1756989262.3731792
"(321, 242)",40.9588853,29.1357978,10.0,-0.04674399374046237,-0.10329842697563074,91.291085842529,40.95888625365168,29.135797463892203,1756989262.478925
"(321, 242)",40.9588853,29.1357978,10.0,-0.28737148482883884,-0.09656420062943535,91.29020474812607,40.95888663111833,29.135797461114674,1756989262.6026702
"(321, 242)",40.9588853,29.1357978,10.0,-0.28737148482883884,-0.09656420062943535,91.29020474812607,40.95888663111833,29.135797461114674,1756989262.7127464
"(321, 242)",40.9588853,29.1357978,10.0,-0.0007004108031086825,-0.09039221757982968,91.28821716307759,40.958886181916064,29.13579743489589,1756989262.8263414
"(321, 242)",40.9588853,29.1357978,10.0,-0.0007004108031086825,-0.09039221757982968,91.28821716307759,40.958886181916064,29.13579743489589,1756989262.9288747
"(321, 242)",40.9588853,29.1357978,10.001,-0.011352403891872637,-0.08563308984253157,91.28850403102273,40.95888619887345,29.135797425482373,1756989263.0358837
"(321, 242)",40.9588853,29.1357978,10.001,-0.011352403891872637,-0.08563308984253157,91.28850403102273,40.95888619887345,29.135797425482373,1756989263.162559
"(321, 242)",40.9588853,29.1357978,10.001,-0.011352403891872637,-0.08563308984253157,91.28850403102273,40.95888619887345,29.135797425482373,1756989263.3646922
"(321, 242)",40.9588853,29.1357978,10.001,-0.2915030022247561,-0.09659349573767236,91.29168689917596,40.958886637735034,29.13579746138,1756989263.473168
"(321, 242)",40.9588853,29.1357978,10.002,-0.08822313226035479,-0.09805777757195334,91.29106535196149,40.958886319064945,29.135797454881082,1756989263.5813675
"(321, 242)",40.9588853,29.1357978,10.002,-0.08822313226035479,-0.09805777757195334,91.29106535196149,40.958886319064945,29.135797454881082,1756989263.6938992
"(321, 242)",40.9588853,29.1357978,10.002,-0.08822313226035479,-0.09805777757195334,91.29106535196149,40.958886319064945,29.135797454881082,1756989263.7966647
"(321, 242)",40.9588853,29.1357978,10.002,0.021101816079901504,-0.10613280873884058,91.2884425593202,40.95888614735388,29.135797466489645,1756989263.908109
"(321, 242)",40.9588853,29.1357978,10.002,0.021101816079901504,-0.10613280873884058,91.2884425593202,40.95888614735388,29.135797466489645,1756989264.0120518
"(321, 242)",40.9588853,29.1357978,10.002,0.021101816079901504,-0.10613280873884058,91.2884425593202,40.95888614735388,29.135797466489645,1756989264.1150389
"(321, 242)",40.9588853,29.1357978,10.002,-0.27051954051656624,-0.10910983073193395,91.29208305014782,40.95888660452296,29.135797486363156,1756989264.2379942
"(321, 242)",40.9588853,29.1357978,10.002,-0.27051954051656624,-0.10910983073193395,91.29208305014782,40.95888660452296,29.135797486363156,1756989264.339846
"(321, 242)",40.9588853,29.1357978,10.002,-0.12112790876232839,-0.11392053840365755,91.29622897497401,40.958886370118485,29.135797489476406,1756989264.4523568
"(321, 242)",40.9588853,29.1357978,10.002,-0.12112790876232839,-0.11392053840365755,91.29622897497401,40.958886370118485,29.135797489476406,1756989264.558067
"(321, 242)",40.9588853,29.1357978,10.002,0.031881885637644776,-0.11518760519576103,91.29827120153585,40.958886130172985,29.135797484973974,1756989264.66971
"(321, 242)",40.9588853,29.1357978,10.002,0.031881885637644776,-0.11518760519576103,91.29827120153585,40.958886130172985,29.135797484973974,1756989264.7854507
"(321, 242)",40.9588853,29.1357978,10.002,0.031881885637644776,-0.11518760519576103,91.29827120153585,40.958886130172985,29.135797484973974,1756989265.000608
"(321, 243)",40.9588853,29.1357978,10.002,-0.26009643171928876,-0.11188536214451193,91.29664561651339,40.95888702532947,29.135797504866527,1756989265.1426618
"(321, 243)",40.9588853,29.1357978,10.002,-0.19899207864068696,-0.1107703604429338,91.28621591765078,40.95888692949772,29.13579749929819,1756989265.2486289
"(321, 243)",40.9588853,29.1357978,10.002,-0.19899207864068696,-0.1107703604429338,91.28621591765078,40.95888692949772,29.13579749929819,1756989265.4690497
"(321, 243)",40.9588853,29.1357978,10.002,0.052300846218156984,-0.11962517376343303,91.28334723819937,40.958886535106046,29.135797505923453,1756989265.675402
"(321, 242)",40.9588853,29.1357978,10.002,0.052300846218156984,-0.11962517376343303,91.28334723819937,40.95888609794022,29.135797492952378,1756989265.7807224
"(321, 242)",40.9588853,29.1357978,10.002,-0.17314588242920503,-0.1163292739835713,91.29357203138689,40.95888645158624,29.135797496843725,1756989265.883512
"(321, 243)",40.9588853,29.1357978,10.002,-0.17314588242920503,-0.1163292739835713,91.29357203138689,40.95888688879605,29.135797509908382,1756989265.9923134
"(321, 243)",40.9588853,29.1357978,10.002,-0.24164062025167962,-0.12665115724291506,91.29271142755147,40.958886995845816,29.135797534502593,1756989266.2107916
