pixel,true_gps_lat,true_gps_lon,true_attitude_roll,true_attitude_pitch,true_attitude_yaw,estimated_gps_lat,estimated_gps_lon,timestamp
"(320, 253)",40.958885,29.1357974,9.856,-0.20531304519156354,-0.16735285481661608,91.28803957815917,40.958890913094,29.135797918584608,1756989222.166509
"(320, 253)",40.958885,29.1357975,9.965,-0.19544659681164211,-0.1615086541461049,91.28928950277728,40.95889096320355,29.13579801194316,1756989222.271303
"(320, 253)",40.958885,29.1357975,10.032,-0.17335464342592677,-0.16530354460156102,91.28976761601919,40.95889096826806,29.1357980223133,1756989222.3807757
"(320, 252)",40.958885,29.1357975,10.032,-0.17335464342592677,-0.16530354460156102,91.28976761601919,40.958890529611885,29.13579800923546,1756989222.4825895
"(320, 252)",40.958885,29.1357975,10.032,-0.17335464342592677,-0.16530354460156102,91.28976761601919,40.958890529611885,29.13579800923546,1756989222.5878415
"(320, 252)",40.958885,29.1357975,10.056,-0.16353589964848966,-0.16531021470817236,91.29154346520339,40.95889052729346,29.135798010231355,1756989222.6940455
"(320, 251)",40.958885,29.1357975,10.056,-0.16353589964848966,-0.16531021470817236,91.29154346520339,40.95889008761,29.135797997104838,1756989222.7930057
"(320, 251)",40.958885,29.1357975,10.056,-0.16353589964848966,-0.16531021470817236,91.29154346520339,40.95889008761,29.135797997104838,1756989222.8971374
"(320, 251)",40.958885,29.1357975,10.051,-0.17266099235898702,-0.16373129375156226,91.28909825748052,40.95889009957402,29.13579799370607,1756989223.0124424
"(320, 250)",40.958885,29.1357975,10.051,-0.17266099235898702,-0.16373129375156226,91.28909825748052,40.958889660113435,29.135797980611056,1756989223.11746
"(320, 251)",40.958885,29.1357975,10.051,-0.17266099235898702,-0.16373129375156226,91.28909825748052,40.95889009957402,29.13579799370607,1756989223.2232206
"(None, None)",40.9588851,29.1357975,10.033,-0.15471412336603638,-0.16133206974367628,91.29091508779975,,,1756989223.334622
"(321, 251)",40.9588851,29.1357975,10.013,-0.11574614658318147,-0.1650585515857265,91.29407746538546,40.95889010042389,29.135797412898693,1756989223.4429784
"(None, None)",40.9588851,29.1357975,10.013,-0.11574614658318147,-0.1650585515857265,91.29407746538546,,,1756989223.545414
"(None, None)",40.9588851,29.1357975,10.013,-0.11574614658318147,-0.1650585515857265,91.29407746538546,,,1756989223.6505961
