pixel,gps_true,drone_gps,drone_attitude
"(258, 368)","(-35.363261, 149.1652383)","(-35.36325044215001, 149.16523526294336)","(-0.0010285465978085995, 0.0009646551916375756, 4.142242256795065)"
"(257, 370)","(-35.363261, 149.1652383)","(-35.36325035869416, 149.16523525115778)","(-0.00035778078017756343, 0.0008923865971155465, 4.142373863850729)"
"(256, 369)","(-35.363261, 149.1652383)","(-35.363250259024596, 149.1652352346689)","(0.003992042504251003, 0.0009928819490596652, 4.14238149324526)"
"(256, 368)","(-35.363261, 149.1652383)","(-35.36325040493883, 149.16523534680783)","(-0.0012143953936174512, 0.000985156511887908, 4.142441574727194)"
"(255, 371)","(-35.363261, 149.1652383)","(-35.363250197663035, 149.16523531549973)","(-0.000556955870706588, 0.0009124936768785119, 4.142424408589498)"
"(255, 371)","(-35.363261, 149.1652383)","(-35.36325018667307, 149.16523523116481)","(0.004179241601377726, 0.0009259579237550497, 4.142414871846334)"
"(255, 369)","(-35.363261, 149.1652383)","(-35.36325036332545, 149.16523536852057)","(-0.0013161050155758858, 0.000935663003474474, 4.142586533223287)"
"(255, 371)","(-35.363261, 149.1652383)","(-35.363250224005164, 149.16523533465266)","(-0.001664226409047842, 0.0008816797053441405, 4.142466131840841)"
"(254, 370)","(-35.363261, 149.1652383)","(-35.363250102778125, 149.165235289225)","(0.0038518207147717476, 0.0007004029466770589, 4.142427746449606)"
"(255, 369)","(-35.363261, 149.1652383)","(-35.36325027085154, 149.1652353628298)","(-0.0014208819484338164, 0.0006938165170140564, 4.142447296773092)"
"(253, 372)","(-35.363261, 149.1652383)","(-35.36325013047626, 149.16523536543775)","(-0.00023848262208048254, 0.0007399102905765176, 4.1425328890429896)"
"(253, 371)","(-35.363261, 149.1652383)","(-35.36325005909215, 149.1652353102342)","(0.0038563841953873634, 0.0007226536399684846, 4.142429653798239)"
"(254, 369)","(-35.363261, 149.1652383)","(-35.36325025783068, 149.16523541349542)","(-0.0017845375696197152, 0.0008527913596481085, 4.142515484486715)"
"(252, 372)","(-35.363261, 149.1652383)","(-35.36325010371047, 149.16523540294952)","(-2.5732404537848197e-05, 0.0008180163567885756, 4.1424787680255335)"
"(253, 370)","(-35.363261, 149.1652383)","(-35.36325008323007, 149.16523533401067)","(0.003774849930778146, 0.0008501757401973009, 4.1423943678485315)"
"(254, 369)","(-35.363261, 149.1652383)","(-35.363250252873534, 149.16523541259082)","(-0.001624120632186532, 0.0009331559995189309, 4.142463270817892)"
"(252, 372)","(-35.363261, 149.1652383)","(-35.363250094818156, 149.16523540266)","(0.0002472188207320869, 0.0009850524365901947, 4.1424647013293665)"
"(252, 371)","(-35.363261, 149.1652383)","(-35.36325003938422, 149.16523535313806)","(0.0037730883341282606, 0.0007913958979770541, 4.142437760029928)"
"(253, 369)","(-35.363261, 149.1652383)","(-35.363250232045075, 149.16523545493072)","(-0.0016582936514168978, 0.0010018772445619106, 4.142534081135885)"
"(252, 372)","(-35.363261, 149.1652383)","(-35.36325007525115, 149.165235387104)","(0.0010994563344866037, 0.000961475947406143, 4.142519299183981)"
"(252, 369)","(-35.363261, 149.1652383)","(-35.363250080833986, 149.1652353817602)","(0.00413316348567605, 0.0006867469637654722, 4.142444912587301)"
"(253, 369)","(-35.363261, 149.1652383)","(-35.363250237811336, 149.16523543739126)","(-0.0015509709483012557, 0.000449758575996384, 4.142494026814596)"
"(251, 371)","(-35.363261, 149.1652383)","(-35.36325007997432, 149.1652354186769)","(0.0015005017630755901, 0.00025657701189629734, 4.142519060765402)"
"(252, 369)","(-35.363261, 149.1652383)","(-35.36325008329716, 149.1652353676075)","(0.004307444207370281, 0.00025300277047790587, 4.142631594334738)"
"(253, 369)","(-35.363261, 149.1652383)","(-35.36325024242972, 149.16523543850292)","(-0.0017494078492745757, 0.00035225285682827234, 4.142533127461569)"
"(252, 370)","(-35.363261, 149.1652383)","(-35.36325014298265, 149.16523542482506)","(0.00046832780935801566, 0.0005458870436996222, 4.1425326506244105)"
"(253, 369)","(-35.363261, 149.1652383)","(-35.36325008467285, 149.16523533174137)","(0.004727074410766363, 0.0006756434449926019, 4.142490927373068)"
"(255, 368)","(-35.363261, 149.1652383)","(-35.363250279575226, 149.16523537499833)","(-0.0008733961149118841, 0.0007715306710451841, 4.142587486897604)"
"(254, 371)","(-35.363261, 149.1652383)","(-35.363250152764046, 149.1652353358322)","(0.0005047551239840686, 0.0008768405532464385, 4.142574850712911)"
"(255, 369)","(-35.363261, 149.1652383)","(-35.363250124531, 149.16523526484767)","(0.004582920111715794, 0.0009954484412446618, 4.1425936857806605)"
